"","motivation","performance","phase"
"156",0.427211081419361,0.854422162838722,0
"157",0.504532279459033,1.00906455891807,0
"158",0.416927854921525,0.833855709843049,1
"159",0.300556501741981,0.601113003483962,0
"160",0.358466260167602,0.716932520335204,0
"161",0.509363612666732,1.01872722533346,0
"162",0.451868425756791,0.903736851513581,0
"163",0.478704033898938,0.957408067797875,1
"164",0.499670095378985,0.999340190757971,1
"165",0.43774679772211,0.87549359544422,0
"166",0.510937999763642,1.02187599952728,0
"167",0.302678604426443,0.605357208852885,0
"168",0.429964525580576,0.859929051161152,0
"169",0.366051767867354,0.732103535734707,1
"170",0.42017388950915,0.8403477790183,0
"171",0.532539797092552,1.0650795941851,1
"172",0.450379348202283,0.900758696404566,1
"173",0.337036330620786,0.674072661241571,0
"174",0.364984588708275,0.729969177416551,0
"175",0.304866137319186,0.609732274638371,1
"176",0.391018574875101,0.782037149750202,1
"177",0.350040310192128,0.700080620384255,0
"178",0.479157269496336,0.958314538992672,0
"179",0.350727239570633,0.701454479141266,0
"180",0.471031471101195,0.94206294220239,0
"181",0.47207301338674,0.94414602677348,1
"182",0.356466978393535,0.712933956787069,0
"183",0.542649174309633,1.08529834861927,0
"184",0.40269243053279,0.80538486106558,0
"185",0.334718157795396,0.669436315590791,0
"186",0.407439935119186,0.814879870238371,1
"187",0.300903748152802,0.601807496305604,0
"188",0.46509932795695,0.930198655913901,0
"189",0.310483201188998,0.620966402377996,0
"190",0.529299293500947,1.05859858700189,1
"191",0.19257934143038,0.385158682860761,0
"192",0.288753987770638,0.577507975541276,0
"193",0.366165410754,0.732330821507999,1
"194",0.329930248002929,0.659860496005857,0
"195",0.534694517132456,1.06938903426491,0
"196",0.3939574028074,0.787914805614799,0
"197",0.435480441562479,0.870960883124958,0
"198",0.470736955733116,0.941473911466231,0
"199",0.415287795135706,0.830575590271413,0
"200",0.496101003763578,0.992202007527155,0
"201",0.443971622687213,0.887943245374426,1
"202",0.469821380418932,0.939642760837864,0
"203",0.251399253564513,0.502798507129025,0
"204",0.287367826592912,0.574735653185823,0
"205",0.17735925140134,0.354718502802679,0
"206",0.374672713625608,0.749345427251215,0
"207",0.54317564961981,1.08635129923962,1
"208",0.302159716778398,0.604319433556795,0
"209",0.431506322224832,0.863012644449664,0
"210",0.444095616418697,0.888191232837395,0
"211",0.423852639929048,0.847705279858096,1
"212",0.371577738555775,0.743155477111551,0
"213",0.338185595737645,0.67637119147529,0
"214",0.336323203939542,0.672646407879084,0
"215",0.401745324715966,0.803490649431931,1
"216",0.529963841108782,1.05992768221756,0
"217",0.320649251485608,0.641298502971215,0
"218",0.387746561288695,0.77549312257739,0
"219",0.409926815660078,0.819853631320156,0
"220",0.479141349010677,0.958282698021355,0
"221",0.376867188297565,0.75373437659513,1
"222",0.463771730742532,0.927543461485065,1
"223",0.250326719192524,0.500653438385049,0
"224",0.471839965544311,0.943679931088621,1
"225",0.409637100777019,0.819274201554038,0
"226",0.290435472567149,0.580870945134297,0
"227",0.166964136367823,0.333928272735647,0
"228",0.36346633650687,0.72693267301374,1
"229",0.466886073212612,0.933772146425225,1
"230",0.431905529591832,0.863811059183663,0
"231",0.363583361021459,0.727166722042919,0
"232",0.405006535632759,0.810013071265518,1
"233",0.415599060190004,0.831198120380007,0
"234",0.324758947380508,0.649517894761016,1
"235",0.405455507893137,0.810911015786274,1
"236",0.411226854696816,0.822453709393632,0
"237",0.327716853955176,0.655433707910352,0
"238",0.419819556381454,0.839639112762907,1
"239",0.43105603138377,0.86211206276754,1
"240",0.452632360170575,0.90526472034115,0
"241",0.471104652201967,0.942209304403934,0
"242",0.441031061325937,0.882062122651875,0
"243",0.430139892719201,0.860279785438402,0
"244",0.390456990353774,0.780913980707547,0
"245",0.44487603052257,0.889752061045141,0
"246",0.273075495788877,0.546150991577754,0
"247",0.465427019304147,0.930854038608295,1
"248",0.346509062536956,0.693018125073913,0
"249",0.633752882268268,1.26750576453654,0
"250",0.340366194107511,0.680732388215023,0
"251",0.111237017095112,0.222474034190224,0
"252",0.537208530087141,1.07441706017428,1
"253",0.340134761832116,0.680269523664231,1
"254",0.45929509178596,0.91859018357192,0
"255",0.422574206980329,0.845148413960658,0
"256",0.509631206213814,1.01926241242763,1
"257",0.309673397607667,0.619346795215335,0
"258",0.281093840875207,0.562187681750415,0
"259",0.506496900017888,1.01299380003578,0
"260",0.304143253249406,0.608286506498812,1
"261",0.246630588212685,0.493261176425371,0
"262",0.477796949500986,0.955593899001971,0
"263",0.393474172440963,0.786948344881926,1
"264",0.627820422438891,1.25564084487778,0
"265",0.434360962263468,0.868721924526936,0
"266",0.36469072596387,0.729381451927741,0
"267",0.337281545010515,0.67456309002103,0
"268",0.568460867330367,1.13692173466073,0
"269",0.278507211576851,0.557014423153703,0
"270",0.461696204531091,0.923392409062182,0
"271",0.456168001524634,0.912336003049267,0
"272",0.342719406836042,0.685438813672085,0
"273",0.553571787982434,1.10714357596487,0
"274",0.325234453553156,0.650468907106312,0
"275",0.398052814214397,0.796105628428793,0
"276",0.438762840391646,0.877525680783292,0
"277",0.632312597346536,1.26462519469307,1
"278",0.461515223831476,0.923030447662952,0
"279",0.573154802913209,1.14630960582642,0
"280",0.327143737679782,0.654287475359565,0
"281",0.225455969321648,0.450911938643295,0
"282",0.48893567851826,0.97787135703652,0
"283",0.237153100031388,0.474306200062776,0
"284",0.265778963610543,0.531557927221086,1
"285",0.461077020223833,0.922154040447666,0
"286",0.394422337333136,0.788844674666272,1
"287",0.484701928165966,0.969403856331932,1
"288",0.543317474126775,1.08663494825355,0
"289",0.49127448826606,0.98254897653212,1
"290",0.43823299811069,0.87646599622138,0
"291",0.455201861362864,0.910403722725727,0
"292",0.414482665183812,0.828965330367624,0
"293",0.570839228572527,1.14167845714505,1
"294",0.405238938245209,0.810477876490418,0
"295",0.480714383193564,0.961428766387129,0
"296",0.305988371980749,0.611976743961497,0
"297",0.403924223684727,0.807848447369453,0
"298",0.200237267181591,0.400474534363182,0
"299",0.413872960168305,0.827745920336609,0
"300",0.251172323386029,0.502344646772058,0
"301",0.386712561557169,0.773425123114338,1
"302",0.375988312571635,0.75197662514327,1
"303",0.497201927759175,0.99440385551835,1
"304",0.335776854911526,0.671553709823051,0
"305",0.33358215568525,0.667164311370501,0
"306",0.202698628917502,0.405397257835004,1
"307",0.462038170075029,0.924076340150058,1
"308",0.508867161825065,1.01773432365013,0
"309",0.377392276105237,0.754784552210473,1
"310",0.548023793951334,1.09604758790267,0
"311",0.359024394455841,0.718048788911682,0
"312",0.299767795801602,0.599535591603204,1
"313",0.422914539927375,0.845829079854749,0
"314",0.468628453949449,0.937256907898899,1
"315",0.250647962735776,0.501295925471552,0
"316",0.23643665983173,0.472873319663461,0
"317",0.404641988090055,0.80928397618011,1
"318",0.448043528712928,0.896087057425856,0
"319",0.165551362564372,0.331102725128745,0
"320",0.229381250045752,0.458762500091504,0
"321",0.430776993961502,0.861553987923005,1
"322",0.488873445721672,0.977746891443343,0
"323",0.361906441056953,0.723812882113905,0
"324",0.520042237058618,1.04008447411724,0
"325",0.338621358237177,0.677242716474355,0
"326",0.383330418739193,0.766660837478386,0
"327",0.53497427411458,1.06994854822916,1
"328",0.391844263742385,0.78368852748477,1
"329",0.402587310208511,0.805174620417021,0
"330",0.310012929293538,0.620025858587076,1
"331",0.406701060439015,0.813402120878029,0
"332",0.33557344153008,0.671146883060159,1
"333",0.220056048305771,0.440112096611542,0
"334",0.302950812796079,0.605901625592158,0
"335",0.376135090941081,0.752270181882162,0
"336",0.416363174597714,0.832726349195429,1
"337",0.506803589634442,1.01360717926888,0
"338",0.403853422682204,0.807706845364407,0
"339",0.387259327567082,0.774518655134165,0
"340",0.510613338969307,1.02122667793861,0
"341",0.641505639305858,1.28301127861172,0
"342",0.39145622503688,0.782912450073759,0
"343",0.517798559053759,1.03559711810752,0
"344",0.448618286487987,0.897236572975973,0
"345",0.392395402162636,0.784790804325272,1
"346",0.207911495004903,0.415822990009805,0
"347",0.303244725449697,0.606489450899395,0
"348",0.344325606769898,0.688651213539795,1
"349",0.288979281625654,0.577958563251308,0
"350",0.283875006039358,0.567750012078716,0
"351",0.358707451504994,0.717414903009988,0
"352",0.49518894344804,0.99037788689608,0
"353",0.307981947349848,0.615963894699696,0
"354",0.411817511796098,0.823635023592196,1
"355",0.379700720464024,0.759401440928048,0
"356",0.479309979915499,0.958619959830998,0
"357",0.4038436841476,0.807687368295199,0
"358",0.383183700818198,0.766367401636396,0
"359",0.341581059101441,0.683162118202882,1
"360",0.489189866651783,0.978379733303566,0
"361",0.513933307604848,1.0278666152097,1
"362",0.40194424834681,0.80388849669362,1
"363",0.727178275094146,1.45435655018829,0
"364",0.399700678782654,0.799401357565308,0
"365",0.69238239501318,1.38476479002636,1
"366",0.386612047793471,0.773224095586942,1
"367",0.242929293783321,0.485858587566642,0
"368",0.257523341982923,0.515046683965845,0
"369",0.31285300569122,0.62570601138244,0
"370",0.547840798244259,1.09568159648852,0
"371",0.570332330212618,1.14066466042524,1
"372",0.439760859296134,0.879521718592269,0
"373",0.43084952925681,0.861699058513621,0
"374",0.346304470736196,0.692608941472391,0
"375",0.33233244036321,0.66466488072642,1
"376",0.328209689784036,0.656419379568073,0
"377",0.312945000509903,0.625890001019807,1
"378",0.346007755015168,0.692015510030335,0
"379",0.337731023204136,0.675462046408273,0
"380",0.452853744956257,0.905707489912514,1
"381",0.477081867169404,0.954163734338808,0
"382",0.560318075443505,1.12063615088701,1
"383",0.155137864637078,0.310275729274156,0
"384",0.449511968189925,0.899023936379851,0
"385",0.368153152171073,0.736306304342147,0
"386",0.37336093974497,0.74672187948994,1
"387",0.235829589006175,0.471659178012351,0
"388",0.396712194519411,0.793424389038823,1
"389",0.322399289450931,0.644798578901862,0
"390",0.435575942824793,0.871151885649586,0
"391",0.288719081580714,0.577438163161428,0
"392",0.744599197819979,1.48919839563996,0
"393",0.321790113299201,0.643580226598402,0
"394",0.371779668866796,0.743559337733591,0
"395",0.277123380868844,0.554246761737688,0
"396",0.36748270034362,0.73496540068724,1
"397",0.613425460540829,1.22685092108166,1
"398",0.361310791706866,0.722621583413732,0
"399",0.461020385781905,0.92204077156381,0
"400",0.306022022486409,0.612044044972817,0
"401",0.553836358801599,1.1076727176032,0
"402",0.44683515981661,0.89367031963322,0
"403",0.328336697230115,0.65667339446023,0
"404",0.423043894486202,0.846087788972403,1
"405",0.361313630868623,0.722627261737246,0
"406",0.450870846650783,0.901741693301566,0
"407",0.319060340265534,0.638120680531068,0
"408",0.446321585968337,0.892643171936675,0
"409",0.558317836100403,1.11663567220081,0
"410",0.526276162796841,1.05255232559368,1
"411",0.430499251278502,0.860998502557004,0
"412",0.433367663481422,0.866735326962843,0
"413",0.442150300893867,0.884300601787734,0
"414",0.489837975564265,0.97967595112853,0
"415",0.438592714686162,0.877185429372324,0
"416",0.46060901173083,0.92121802346166,0
"417",0.463781152752278,0.927562305504556,0
"418",0.422779384371125,0.845558768742251,1
"419",0.472044942408069,0.944089884816137,0
"420",0.405783935672463,0.811567871344926,0
"421",0.501128638626024,1.00225727725205,0
"422",0.357174862726726,0.714349725453451,0
"423",0.419377094223722,0.838754188447444,0
"424",0.403246411185618,0.806492822371237,0
"425",0.292584544585627,0.585169089171255,1
"426",0.519882598973803,1.03976519794761,0
"427",0.283756678659931,0.567513357319862,1
"428",0.530512922116238,1.06102584423248,1
"429",0.293153352428248,0.586306704856497,0
"430",0.301791653441686,0.603583306883372,0
"431",0.486088849107471,0.972177698214942,1
"432",0.391825507283207,0.783651014566414,1
"433",0.21548091606964,0.43096183213928,1
"434",0.550342038213375,1.10068407642675,1
"435",0.151147256919616,0.302294513839231,0
"436",0.330747397867967,0.661494795735935,1
"437",0.247966065672368,0.495932131344735,0
"438",0.343203249788604,0.686406499577208,1
"439",0.408868112913109,0.817736225826219,1
"440",0.366645922450977,0.733291844901954,0
"441",0.342114585008969,0.684229170017937,0
"442",0.383620414427077,0.767240828854153,1
"443",0.426916541075801,0.853833082151602,0
"444",0.3144240417913,0.6288480835826,1
"445",0.192514377334925,0.385028754669849,0
"446",0.307415413571204,0.614830827142409,1
"447",0.209564220872582,0.419128441745164,0
"448",0.463533873386609,0.927067746773218,1
"449",0.587015838792933,1.17403167758587,1
"450",0.285453806151872,0.570907612303744,0
"451",0.311456455582949,0.622912911165899,0
"452",0.312446609931283,0.624893219862567,0
"453",0.478839045634158,0.957678091268316,1
"454",0.403134468397419,0.806268936794838,0
"455",0.448894781594394,0.897789563188788,0
"456",0.47714698786912,0.95429397573824,1
"457",0.424783460866914,0.849566921733827,1
"458",0.444783163813829,0.889566327627659,1
"459",0.283743473477854,0.567486946955707,0
"460",0.393821171789616,0.787642343579233,0
"461",0.338389653543308,0.676779307086616,0
"462",0.269517069637237,0.539034139274474,0
"463",0.283101565697358,0.566203131394716,0
"464",0.493760954771723,0.987521909543445,1
"465",0.26994530129641,0.539890602592819,0
"466",0.35956719732383,0.71913439464766,0
"467",0.498256504922528,0.996513009845056,1
"468",0.432925949315139,0.865851898630279,1
"469",0.465234723345439,0.930469446690878,1
"470",0.433137935811481,0.866275871622962,0
"471",0.385112466282696,0.770224932565392,0
"472",0.180028242204045,0.360056484408089,0
"473",0.339116148510348,0.678232297020695,1
"474",0.262169202993254,0.524338405986508,1
"475",0.362191571413176,0.724383142826352,0
"476",0.605410707311695,1.21082141462339,1
"477",0.413822540326389,0.827645080652778,0
"478",0.328085372224665,0.65617074444933,0
"479",0.488869244065548,0.977738488131096,0
"480",0.44913729284747,0.898274585694939,0
"481",0.391964993089422,0.783929986178845,0
"482",0.377236874947529,0.754473749895057,0
"483",0.385451441676952,0.770902883353904,0
"484",0.39285799744247,0.785715994884941,0
"485",0.461953024464891,0.923906048929781,0
"486",0.412765667624688,0.825531335249375,0
"487",0.337262335430202,0.674524670860403,1
"488",0.48343714939379,0.96687429878758,0
"489",0.330159605168837,0.660319210337674,1
"490",0.530924048218872,1.06184809643774,0
"491",0.301982237311164,0.603964474622327,0
"492",0.474798510274554,0.949597020549109,1
"493",0.525779662068081,1.05155932413616,1
"494",0.52221833523778,1.04443667047556,0
"495",0.388783915729948,0.777567831459896,0
"496",0.469220014293422,0.938440028586845,0
"497",0.186235850014487,0.372471700028975,1
"498",0.444423598404023,0.888847196808047,0
"499",0.38907131256421,0.77814262512842,0
"500",0.459982465578244,0.919964931156488,0
